filename,id,label,xMin,xMax,yMin,yMax
agua(0)(199).image.png,1,agua,82,177,64,338
agua(0)(200).image.png,1,agua,82,177,64,338
agua(0)(201).image.png,1,agua,82,177,64,338
agua(0)(202).image.png,1,agua,82,177,64,338
agua(0)(203).image.png,1,agua,82,177,64,338
agua(0)(204).image.png,1,agua,82,177,64,338
agua(0)(205).image.png,1,agua,82,177,64,338
agua(0)(206).image.png,1,agua,82,177,64,338
agua(0)(207).image.png,1,agua,82,177,64,338
agua(0)(208).image.png,1,agua,82,177,64,338
agua(0)(209).image.png,1,agua,82,177,64,338
agua(0)(210).image.png,1,agua,82,177,64,338
agua(0)(211).image.png,1,agua,82,177,64,338
agua(0)(212).image.png,1,agua,82,177,64,338
agua(0)(213).image.png,1,agua,82,177,64,338
agua(0)(214).image.png,1,agua,82,177,64,338
agua(0)(215).image.png,1,agua,82,177,64,338
agua(0)(216).image.png,1,agua,82,177,64,338
agua(0)(217).image.png,1,agua,82,177,64,338
agua(0)(218).image.png,1,agua,82,177,64,338
agua(0)(219).image.png,1,agua,82,177,64,338
agua(0)(220).image.png,1,agua,82,177,64,338
agua(0)(221).image.png,1,agua,82,177,64,338
agua(0)(222).image.png,1,agua,82,177,64,338
agua(0)(223).image.png,1,agua,82,177,64,338
agua(0)(224).image.png,1,agua,82,177,64,338
agua(0)(225).image.png,1,agua,82,177,64,338
agua(0)(226).image.png,1,agua,82,177,64,338
agua(0)(227).image.png,1,agua,82,177,64,338
agua(0)(228).image.png,1,agua,82,177,64,338
agua(0)(229).image.png,1,agua,82,177,64,338
agua(0)(230).image.png,1,agua,82,177,64,338
agua(0)(231).image.png,1,agua,82,177,64,338
agua(0)(232).image.png,1,agua,82,177,64,338
agua(0)(233).image.png,1,agua,82,177,64,338
agua(0)(234).image.png,1,agua,82,177,64,338
agua(0)(235).image.png,1,agua,82,177,64,338
agua(0)(236).image.png,1,agua,82,177,64,338
agua(0)(237).image.png,1,agua,82,177,64,338
agua(0)(238).image.png,1,agua,82,177,64,338
agua(0)(239).image.png,1,agua,82,177,64,338
agua(0)(240).image.png,1,agua,82,177,64,338
agua(0)(241).image.png,1,agua,82,177,64,338
agua(0)(242).image.png,1,agua,82,177,64,338
agua(0)(243).image.png,1,agua,82,177,64,338
agua(0)(244).image.png,1,agua,82,177,64,338
agua(0)(245).image.png,1,agua,82,177,64,338
agua(0)(246).image.png,1,agua,82,177,64,338
agua(0)(247).image.png,1,agua,82,177,64,338
agua(0)(248).image.png,1,agua,82,177,64,338
agua(0)(249).image.png,1,agua,82,177,64,338
agua(0)(250).image.png,1,agua,82,177,64,338
agua(0)(251).image.png,1,agua,82,177,64,338
agua(0)(252).image.png,1,agua,82,177,64,338
agua(0)(253).image.png,1,agua,82,177,64,338
agua(0)(254).image.png,1,agua,82,177,64,338
agua(0)(255).image.png,1,agua,82,177,64,338
agua(0)(256).image.png,1,agua,82,177,64,338
agua(0)(257).image.png,1,agua,82,177,64,338
agua(0)(258).image.png,1,agua,82,177,64,338
agua(0)(259).image.png,1,agua,82,177,64,338
agua(0)(260).image.png,1,agua,82,177,64,338
agua(0)(261).image.png,1,agua,82,177,64,338
agua(0)(262).image.png,1,agua,82,177,64,338
agua(0)(263).image.png,1,agua,82,177,64,338
agua(0)(264).image.png,1,agua,82,177,64,338
agua(0)(265).image.png,1,agua,82,177,64,338
agua(0)(266).image.png,1,agua,82,177,64,338
agua(0)(267).image.png,1,agua,82,177,64,338
agua(0)(268).image.png,1,agua,82,177,64,338
agua(0)(269).image.png,1,agua,82,177,64,338
agua(0)(270).image.png,1,agua,82,177,64,338
agua(0)(271).image.png,1,agua,82,177,64,338
agua(0)(272).image.png,1,agua,82,177,64,338
agua(0)(273).image.png,1,agua,82,177,64,338
agua(0)(274).image.png,1,agua,82,177,64,338
agua(0)(275).image.png,1,agua,82,177,64,338
agua(0)(276).image.png,1,agua,82,177,64,338
agua(0)(277).image.png,1,agua,82,177,64,338
agua(0)(278).image.png,1,agua,82,177,64,338
agua(0)(279).image.png,1,agua,82,177,64,338
agua(0)(280).image.png,1,agua,82,177,64,338
agua(0)(281).image.png,1,agua,82,177,64,338
agua(0)(282).image.png,1,agua,82,177,64,338
agua(0)(283).image.png,1,agua,82,177,64,338
agua(0)(284).image.png,1,agua,82,177,64,338
agua(0)(285).image.png,1,agua,82,177,64,338
agua(0)(286).image.png,1,agua,82,177,64,338
agua(0)(287).image.png,1,agua,82,177,64,338
agua(0)(288).image.png,1,agua,82,177,64,338
agua(0)(289).image.png,1,agua,82,177,64,338
agua(0)(290).image.png,1,agua,82,177,64,338
agua(0)(291).image.png,1,agua,82,177,64,338
agua(0)(292).image.png,1,agua,82,177,64,338
agua(0)(293).image.png,1,agua,82,177,64,338
agua(0)(294).image.png,1,agua,82,177,64,338
agua(0)(295).image.png,1,agua,82,177,64,338
agua(0)(296).image.png,1,agua,82,177,64,338
agua(0)(297).image.png,1,agua,82,177,64,338
agua(0)(298).image.png,1,agua,82,177,64,338
agua(0)(299).image.png,1,agua,82,177,64,338
agua(0)(300).image.png,1,agua,82,177,64,338
agua(0)(301).image.png,1,agua,82,177,64,338
agua(0)(302).image.png,1,agua,82,177,64,338
agua(0)(303).image.png,1,agua,82,177,64,338
agua(0)(304).image.png,1,agua,82,177,64,338
agua(0)(305).image.png,1,agua,82,177,64,338
agua(0)(306).image.png,1,agua,82,177,64,338
agua(0)(307).image.png,1,agua,82,177,64,338
agua(0)(308).image.png,1,agua,82,177,64,338
agua(0)(309).image.png,1,agua,82,177,64,338
agua(0)(310).image.png,1,agua,82,177,64,338
agua(0)(311).image.png,1,agua,82,177,64,338
agua(0)(312).image.png,1,agua,82,177,64,338
agua(0)(313).image.png,1,agua,82,177,64,338
agua(0)(314).image.png,1,agua,82,177,64,338
agua(0)(315).image.png,1,agua,82,177,64,338
agua(0)(316).image.png,1,agua,82,177,64,338
agua(0)(317).image.png,1,agua,82,177,64,338
agua(0)(318).image.png,1,agua,82,177,64,338
agua(0)(319).image.png,1,agua,82,177,64,338
agua(0)(320).image.png,1,agua,82,177,64,338
agua(0)(321).image.png,1,agua,82,177,64,338
agua(0)(322).image.png,1,agua,82,177,64,338
agua(0)(323).image.png,1,agua,82,177,64,338
agua(0)(324).image.png,1,agua,82,177,64,338
agua(0)(325).image.png,1,agua,82,177,64,338
agua(0)(326).image.png,1,agua,82,177,64,338
agua(0)(327).image.png,1,agua,82,177,64,338
agua(0)(328).image.png,1,agua,82,177,64,338
agua(0)(329).image.png,1,agua,82,177,64,338
agua(0)(330).image.png,1,agua,82,177,64,338
agua(0)(331).image.png,1,agua,82,177,64,338
agua(0)(332).image.png,1,agua,82,177,64,338
agua(0)(333).image.png,1,agua,82,177,64,338
agua(0)(334).image.png,1,agua,82,177,64,338
agua(0)(335).image.png,1,agua,82,177,64,338
agua(0)(336).image.png,1,agua,82,177,64,338
agua(0)(337).image.png,1,agua,82,177,64,338
agua(0)(338).image.png,1,agua,82,177,64,338
agua(0)(339).image.png,1,agua,82,177,64,338
agua(0)(340).image.png,1,agua,82,177,64,338
agua(0)(341).image.png,1,agua,82,177,64,338
agua(0)(342).image.png,1,agua,82,177,64,338
agua(0)(343).image.png,1,agua,82,177,64,338
agua(0)(344).image.png,1,agua,82,177,64,338
agua(0)(345).image.png,1,agua,82,177,64,338
agua(0)(346).image.png,1,agua,82,177,64,338
agua(0)(347).image.png,1,agua,82,177,64,338
agua(0)(348).image.png,1,agua,82,177,64,338
agua(0)(349).image.png,1,agua,82,177,64,338
agua(0)(350).image.png,1,agua,82,177,64,338
agua(0)(351).image.png,1,agua,82,177,64,338
agua(0)(352).image.png,1,agua,82,177,64,338
agua(0)(353).image.png,1,agua,82,177,64,338
agua(0)(354).image.png,1,agua,82,177,64,338
agua(0)(355).image.png,1,agua,82,177,64,338
agua(0)(356).image.png,1,agua,82,177,64,338
agua(0)(357).image.png,1,agua,82,177,64,338
agua(0)(358).image.png,1,agua,82,177,64,338
agua(2)(0).image.png,1,agua,74,170,74,345
agua(2)(1).image.png,1,agua,74,170,74,345
agua(2)(2).image.png,1,agua,74,170,74,345
agua(2)(3).image.png,1,agua,74,170,74,345
agua(2)(4).image.png,1,agua,74,170,74,345
agua(2)(5).image.png,1,agua,74,170,74,345
agua(2)(6).image.png,1,agua,74,170,74,345
agua(2)(7).image.png,1,agua,74,170,74,345
agua(2)(8).image.png,1,agua,74,170,74,345
agua(2)(9).image.png,1,agua,74,170,74,345
agua(2)(10).image.png,1,agua,74,170,74,345
agua(2)(11).image.png,1,agua,74,170,74,345
agua(2)(12).image.png,1,agua,74,170,74,345
agua(2)(13).image.png,1,agua,74,170,74,345
agua(2)(14).image.png,1,agua,74,170,74,345
agua(2)(15).image.png,1,agua,74,170,74,345
agua(2)(16).image.png,1,agua,74,170,74,345
agua(2)(17).image.png,1,agua,74,170,74,345
agua(2)(18).image.png,1,agua,74,170,74,345
agua(2)(19).image.png,1,agua,74,170,74,345
agua(2)(20).image.png,1,agua,74,170,74,345
agua(2)(21).image.png,1,agua,74,170,74,345
agua(2)(22).image.png,1,agua,74,170,74,345
agua(2)(23).image.png,1,agua,74,170,74,345
agua(2)(24).image.png,1,agua,74,170,74,345
agua(2)(25).image.png,1,agua,74,170,74,345
agua(2)(26).image.png,1,agua,74,170,74,345
agua(2)(27).image.png,1,agua,74,170,74,345
agua(2)(28).image.png,1,agua,74,170,74,345
agua(2)(29).image.png,1,agua,74,170,74,345
agua(2)(30).image.png,1,agua,74,170,74,345
agua(2)(31).image.png,1,agua,74,170,74,345
agua(2)(32).image.png,1,agua,74,170,74,345
agua(2)(33).image.png,1,agua,74,170,74,345
agua(2)(34).image.png,1,agua,74,170,74,345
agua(2)(35).image.png,1,agua,74,170,74,345
agua(2)(36).image.png,1,agua,74,170,74,345
agua(2)(37).image.png,1,agua,74,170,74,345
agua(2)(38).image.png,1,agua,74,170,74,345
agua(2)(39).image.png,1,agua,74,170,74,345
agua(2)(40).image.png,1,agua,74,170,74,345
agua(2)(41).image.png,1,agua,74,170,74,345
agua(2)(42).image.png,1,agua,74,170,74,345
agua(2)(43).image.png,1,agua,74,170,74,345
agua(2)(44).image.png,1,agua,74,170,74,345
agua(2)(45).image.png,1,agua,74,170,74,345
agua(2)(46).image.png,1,agua,74,170,74,345
agua(2)(47).image.png,1,agua,74,170,74,345
agua(2)(48).image.png,1,agua,74,170,74,345
agua(2)(49).image.png,1,agua,74,170,74,345
agua(2)(50).image.png,1,agua,74,170,74,345
agua(2)(51).image.png,1,agua,74,170,74,345
agua(2)(52).image.png,1,agua,74,170,74,345
agua(2)(53).image.png,1,agua,74,170,74,345
agua(2)(54).image.png,1,agua,74,170,74,345
agua(2)(55).image.png,1,agua,74,170,74,345
agua(2)(56).image.png,1,agua,74,170,74,345
agua(2)(57).image.png,1,agua,74,170,74,345
agua(2)(58).image.png,1,agua,74,170,74,345
agua(2)(59).image.png,1,agua,74,170,74,345
agua(2)(60).image.png,1,agua,74,170,74,345
agua(2)(61).image.png,1,agua,74,170,74,345
agua(2)(62).image.png,1,agua,74,170,74,345
agua(2)(63).image.png,1,agua,74,170,74,345
agua(2)(64).image.png,1,agua,74,170,74,345
agua(2)(65).image.png,1,agua,74,170,74,345
agua(2)(66).image.png,1,agua,74,170,74,345
agua(2)(67).image.png,1,agua,74,170,74,345
agua(2)(68).image.png,1,agua,74,170,74,345
agua(2)(69).image.png,1,agua,74,170,74,345
agua(2)(70).image.png,1,agua,74,170,74,345
agua(2)(71).image.png,1,agua,74,170,74,345
agua(2)(72).image.png,1,agua,74,170,74,345
agua(2)(73).image.png,1,agua,74,170,74,345
agua(2)(74).image.png,1,agua,74,170,74,345
agua(2)(75).image.png,1,agua,74,170,74,345
agua(2)(76).image.png,1,agua,74,170,74,345
agua(2)(77).image.png,1,agua,74,170,74,345
agua(2)(78).image.png,1,agua,74,170,74,345
agua(2)(79).image.png,1,agua,74,170,74,345
agua(2)(80).image.png,1,agua,74,170,74,345
agua(2)(81).image.png,1,agua,74,170,74,345
agua(2)(82).image.png,1,agua,74,170,74,345
agua(2)(83).image.png,1,agua,74,170,74,345
agua(2)(84).image.png,1,agua,74,170,74,345
agua(2)(85).image.png,1,agua,74,170,74,345
agua(2)(86).image.png,1,agua,74,170,74,345
agua(2)(87).image.png,1,agua,74,170,74,345
agua(2)(88).image.png,1,agua,74,170,74,345
agua(2)(89).image.png,1,agua,74,170,74,345
agua(2)(90).image.png,1,agua,74,170,74,345
agua(2)(91).image.png,1,agua,74,170,74,345
agua(2)(92).image.png,1,agua,74,170,74,345
agua(2)(93).image.png,1,agua,74,170,74,345
agua(2)(94).image.png,1,agua,74,170,74,345
agua(2)(95).image.png,1,agua,74,170,74,345
agua(2)(96).image.png,1,agua,74,170,74,345
agua(2)(97).image.png,1,agua,74,170,74,345
agua(2)(98).image.png,1,agua,74,170,74,345
agua(2)(99).image.png,1,agua,74,170,74,345
agua(2)(100).image.png,1,agua,74,170,74,345
agua(2)(101).image.png,1,agua,74,170,74,345
agua(2)(102).image.png,1,agua,74,170,74,345
agua(2)(103).image.png,1,agua,74,170,74,345
agua(2)(104).image.png,1,agua,74,170,74,345
agua(2)(105).image.png,1,agua,74,170,74,345
agua(2)(106).image.png,1,agua,74,170,74,345
agua(2)(107).image.png,1,agua,74,170,74,345
agua(2)(108).image.png,1,agua,74,170,74,345
agua(2)(109).image.png,1,agua,74,170,74,345
agua(2)(110).image.png,1,agua,74,170,74,345
agua(2)(111).image.png,1,agua,74,170,74,345
agua(2)(112).image.png,1,agua,74,170,74,345
agua(2)(113).image.png,1,agua,74,170,74,345
agua(2)(114).image.png,1,agua,74,170,74,345
agua(2)(115).image.png,1,agua,74,170,74,345
agua(2)(116).image.png,1,agua,74,170,74,345
agua(2)(117).image.png,1,agua,74,170,74,345
agua(2)(118).image.png,1,agua,74,170,74,345
agua(2)(119).image.png,1,agua,74,170,74,345
agua(2)(120).image.png,1,agua,74,170,74,345
agua(2)(121).image.png,1,agua,74,170,74,345
agua(2)(122).image.png,1,agua,74,170,74,345
agua(2)(123).image.png,1,agua,74,170,74,345
agua(2)(124).image.png,1,agua,74,170,74,345
agua(2)(125).image.png,1,agua,74,170,74,345
agua(2)(126).image.png,1,agua,74,170,74,345
agua(2)(127).image.png,1,agua,74,170,74,345
agua(2)(128).image.png,1,agua,74,170,74,345
agua(2)(129).image.png,1,agua,74,170,74,345
agua(2)(130).image.png,1,agua,74,170,74,345
agua(2)(131).image.png,1,agua,74,170,74,345
agua(2)(132).image.png,1,agua,74,170,74,345
agua(2)(133).image.png,1,agua,74,170,74,345
agua(2)(134).image.png,1,agua,74,170,74,345
agua(2)(135).image.png,1,agua,74,170,74,345
agua(2)(136).image.png,1,agua,74,170,74,345
agua(2)(137).image.png,1,agua,74,170,74,345
agua(2)(138).image.png,1,agua,74,170,74,345
agua(2)(139).image.png,1,agua,74,170,74,345
agua(2)(140).image.png,1,agua,74,170,74,345
agua(2)(141).image.png,1,agua,74,170,74,345
agua(2)(142).image.png,1,agua,74,170,74,345
agua(2)(143).image.png,1,agua,74,170,74,345
agua(2)(144).image.png,1,agua,74,170,74,345
agua(2)(145).image.png,1,agua,74,170,74,345
agua(2)(146).image.png,1,agua,74,170,74,345
agua(2)(147).image.png,1,agua,74,170,74,345
agua(2)(148).image.png,1,agua,74,170,74,345
agua(2)(149).image.png,1,agua,74,170,74,345
agua(2)(150).image.png,1,agua,74,170,74,345
agua(2)(151).image.png,1,agua,74,170,74,345
agua(2)(152).image.png,1,agua,74,170,74,345
agua(2)(153).image.png,1,agua,74,170,74,345
agua(2)(154).image.png,1,agua,74,170,74,345
agua(2)(155).image.png,1,agua,74,170,74,345
agua(2)(156).image.png,1,agua,74,170,74,345
agua(2)(157).image.png,1,agua,74,170,74,345
agua(2)(158).image.png,1,agua,74,170,74,345
agua(2)(159).image.png,1,agua,74,170,74,345
agua(2)(160).image.png,1,agua,74,170,74,345
agua(2)(161).image.png,1,agua,74,170,74,345
agua(2)(162).image.png,1,agua,74,170,74,345
agua(2)(163).image.png,1,agua,74,170,74,345
agua(2)(164).image.png,1,agua,74,170,74,345
agua(2)(165).image.png,1,agua,74,170,74,345
agua(2)(166).image.png,1,agua,74,170,74,345
agua(2)(167).image.png,1,agua,74,170,74,345
agua(2)(168).image.png,1,agua,74,170,74,345
agua(2)(169).image.png,1,agua,74,170,74,345
agua(2)(170).image.png,1,agua,74,170,74,345
agua(2)(171).image.png,1,agua,74,170,74,345
agua(2)(172).image.png,1,agua,74,170,74,345
agua(2)(173).image.png,1,agua,74,170,74,345
agua(2)(174).image.png,1,agua,74,170,74,345
agua(2)(175).image.png,1,agua,74,170,74,345
agua(2)(176).image.png,1,agua,74,170,74,345
agua(2)(177).image.png,1,agua,74,170,74,345
agua(2)(178).image.png,1,agua,74,170,74,345
agua(2)(179).image.png,1,agua,74,170,74,345
agua(2)(180).image.png,1,agua,74,170,74,345
agua(2)(181).image.png,1,agua,74,170,74,345
agua(2)(182).image.png,1,agua,74,170,74,345
agua(2)(183).image.png,1,agua,74,170,74,345
agua(2)(184).image.png,1,agua,74,170,74,345
agua(2)(185).image.png,1,agua,74,170,74,345
agua(2)(186).image.png,1,agua,74,170,74,345
agua(2)(187).image.png,1,agua,74,170,74,345
agua(2)(188).image.png,1,agua,74,170,74,345
agua(2)(189).image.png,1,agua,74,170,74,345
agua(2)(190).image.png,1,agua,74,170,74,345
agua(2)(191).image.png,1,agua,74,170,74,345
agua(2)(192).image.png,1,agua,74,170,74,345
agua(2)(193).image.png,1,agua,74,170,74,345
agua(2)(194).image.png,1,agua,74,170,74,345
agua(2)(195).image.png,1,agua,74,170,74,345
agua(2)(196).image.png,1,agua,74,170,74,345
agua(2)(197).image.png,1,agua,74,170,74,345
agua(2)(198).image.png,1,agua,74,170,74,345
