name,id,label,xMin,xMax,yMin,yMax
garrafa_2(2)(0).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(1).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(2).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(3).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(4).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(5).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(6).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(7).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(8).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(9).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(10).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(11).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(12).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(13).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(14).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(15).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(16).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(17).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(18).png,1,garrafa_2,77,175,64,342
garrafa_2(2)(19).png,1,garrafa_2,77,175,64,342
garrafa_2(3)(0).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(1).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(2).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(3).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(4).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(5).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(6).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(7).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(8).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(9).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(10).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(11).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(12).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(13).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(14).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(15).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(16).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(17).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(18).png,1,garrafa_2,57,153,56,328
garrafa_2(3)(19).png,1,garrafa_2,57,153,56,328
garrafa_2(4)(0).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(1).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(2).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(3).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(4).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(5).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(6).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(7).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(8).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(9).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(10).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(11).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(12).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(13).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(14).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(15).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(16).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(17).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(18).png,2,garrafa_2,74,170,74,345
garrafa_2(4)(19).png,2,garrafa_2,74,170,74,345
garrafa_2(5)(0).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(1).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(2).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(3).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(4).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(5).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(6).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(7).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(8).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(9).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(10).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(11).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(12).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(13).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(14).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(15).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(16).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(17).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(18).png,2,garrafa_2,94,171,235,455
garrafa_2(5)(19).png,2,garrafa_2,94,171,235,455
garrafa_2(6)(0).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(1).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(2).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(3).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(4).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(5).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(6).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(7).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(8).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(9).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(10).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(11).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(12).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(13).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(14).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(15).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(16).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(17).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(18).png,3,garrafa_2,74,170,85,353
garrafa_2(6)(19).png,3,garrafa_2,74,170,85,353
garrafa_2(7)(0).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(1).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(2).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(3).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(4).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(5).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(6).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(7).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(8).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(9).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(10).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(11).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(12).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(13).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(14).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(15).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(16).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(17).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(18).png,3,garrafa_2,126,187,156,327
garrafa_2(7)(19).png,3,garrafa_2,126,187,156,327
garrafa_2(8)(0).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(1).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(2).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(3).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(4).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(5).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(6).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(7).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(8).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(9).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(10).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(11).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(12).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(13).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(14).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(15).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(16).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(17).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(18).png,4,garrafa_2,77,172,84,359
garrafa_2(8)(19).png,4,garrafa_2,77,172,84,359
garrafa_2(9)(0).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(1).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(2).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(3).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(4).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(5).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(6).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(7).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(8).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(9).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(10).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(11).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(12).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(13).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(14).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(15).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(16).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(17).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(18).png,4,garrafa_2,125,219,214,486
garrafa_2(9)(19).png,4,garrafa_2,125,219,214,486
garrafa_2(10)(0).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(1).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(2).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(3).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(4).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(5).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(6).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(7).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(8).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(9).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(10).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(11).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(12).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(13).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(14).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(15).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(16).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(17).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(18).png,5,garrafa_2,79,176,84,363
garrafa_2(10)(19).png,5,garrafa_2,79,176,84,363
garrafa_2(11)(0).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(1).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(2).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(3).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(4).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(5).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(6).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(7).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(8).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(9).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(10).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(11).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(12).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(13).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(14).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(15).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(16).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(17).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(18).png,5,garrafa_2,69,110,303,420
garrafa_2(11)(19).png,5,garrafa_2,69,110,303,420
garrafa_2(12)(0).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(1).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(2).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(3).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(4).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(5).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(6).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(7).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(8).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(9).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(10).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(11).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(12).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(13).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(14).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(15).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(16).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(17).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(18).png,6,garrafa_2,79,177,84,365
garrafa_2(12)(19).png,6,garrafa_2,79,177,84,365
garrafa_2(13)(0).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(1).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(2).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(3).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(4).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(5).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(6).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(7).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(8).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(9).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(10).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(11).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(12).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(13).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(14).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(15).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(16).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(17).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(18).png,6,garrafa_2,101,131,118,205
garrafa_2(13)(19).png,6,garrafa_2,101,131,118,205
garrafa_2(14)(0).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(1).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(2).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(3).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(4).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(5).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(6).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(7).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(8).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(9).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(10).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(11).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(12).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(13).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(14).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(15).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(16).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(17).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(18).png,7,garrafa_2,78,178,82,376
garrafa_2(14)(19).png,7,garrafa_2,78,178,82,376
garrafa_2(15)(0).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(1).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(2).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(3).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(4).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(5).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(6).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(7).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(8).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(9).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(10).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(11).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(12).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(13).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(14).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(15).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(16).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(17).png,7,garrafa_2,141,232,45,312
garrafa_2(15)(18).png,7,garrafa_2,141,232,45,312
garrafa_2(16)(0).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(1).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(2).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(3).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(4).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(5).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(6).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(7).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(8).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(9).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(10).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(11).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(12).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(13).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(14).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(15).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(16).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(17).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(18).png,8,garrafa_2,79,181,80,381
garrafa_2(16)(19).png,8,garrafa_2,79,181,80,381
garrafa_2(17)(0).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(1).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(2).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(3).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(4).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(5).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(6).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(7).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(8).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(9).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(10).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(11).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(12).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(13).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(14).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(15).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(16).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(17).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(18).png,8,garrafa_2,92,140,321,463
garrafa_2(17)(19).png,8,garrafa_2,92,140,321,463
garrafa_2(18)(0).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(1).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(2).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(3).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(4).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(5).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(6).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(7).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(8).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(9).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(10).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(11).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(12).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(13).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(14).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(15).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(16).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(17).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(18).png,9,garrafa_2,79,182,82,391
garrafa_2(18)(19).png,9,garrafa_2,79,182,82,391
garrafa_2(19)(0).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(1).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(2).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(3).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(4).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(5).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(6).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(7).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(8).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(9).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(10).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(11).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(12).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(13).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(14).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(15).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(16).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(17).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(18).png,9,garrafa_2,146,210,114,305
garrafa_2(19)(19).png,9,garrafa_2,146,210,114,305
garrafa_2(20)(0).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(1).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(2).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(3).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(4).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(5).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(6).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(7).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(8).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(9).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(10).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(11).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(12).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(13).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(14).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(15).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(16).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(17).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(18).png,10,garrafa_2,81,187,86,400
garrafa_2(20)(19).png,10,garrafa_2,81,187,86,400
garrafa_2(21)(0).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(1).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(2).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(3).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(4).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(5).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(6).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(7).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(8).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(9).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(10).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(11).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(12).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(13).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(14).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(15).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(16).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(17).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(18).png,10,garrafa_2,68,161,142,415
garrafa_2(21)(19).png,10,garrafa_2,68,161,142,415
garrafa_2(22)(0).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(1).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(2).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(3).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(4).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(5).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(6).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(7).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(8).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(9).png,11,garrafa_2,84,190,92,405
garrafa_2(22)(10).png,11,garrafa_2,84,190,92,405
